"trust";"anchor";"se";"gender";"scale";"t";"intTime";"N";"c";"pvc";"d";"cp";"pvcp";"dp";"pvdp";"cn";"pvcn";"dn";"pvdn";"tot";"sbt";"sbt2";"enhm";"enhsd";"totm";"totsd";"sbm";"sbsd";"sbtm";"sbtsd";"diffm";"diffsd"
"[0, 5]";"[0, 100]";"[0, 5]";"all";"0";"1:4";0;1456;-0.0239897630202485;0.524028124293422;0.556923138414691;0.0315262108744615;0.550598326391614;0.564990931379547;1.18022518023165e-59;0.0110337942592189;0.840301973420402;0.494688122442392;2.80914289073045e-37;8.12;-0.155921394718266;-0.285335467416181;8.39295;1.38253637625138;8.2628;1.34216998226996;-0.13015;0.341262034779595;-0.136246668802972;0.330982297684199;0.00609666880297192;0.0455136143351805
"[0, 5]";"[0, 100]";"[0, 5]";"all";"0";"1:4";240;1440;-0.0245470890571273;0.516135662317818;0.558079679239289;0.0312449551771545;0.555895285741564;0.565957928637695;2.9738807751916e-59;0.00978343772467607;0.858746934911585;0.496311552229651;3.8055856904919e-37;8.12;-0.150541237472334;-0.275489842268672;8.23295;1.3980516943951;8.0646;1.35043668351423;-0.16835;0.307129320641957;-0.171568820040741;0.29984562754217;0.00321882004074054;0.0498083157583091
"[0, 5]";"[0, 100]";"[0, 5]";"all";"1";"1:1";0;359;-0.0729431163316804;0.340070085056479;0.574033799743319;-0.202857397154918;0.0976472717694794;0.626344704405831;1.5666820775464e-16;-0.00562779310240082;0.955947978826447;0.543105855905009;1.08985597456896e-15;-3.96;0.739085135808899;1.34784498847775;-2.99535;2.95250168645891;-3.9606;1.63109841832161;-0.96525;2.51293716664735;0.776295468887572;0.532018364035042;-1.74154546888757;2.43459493445759
"[0, 5]";"[0, 100]";"[0, 5]";"all";"1";"1:1";240;359;-0.0729431163316804;0.340070085056479;0.574033799743319;-0.202857397154918;0.0976472717694794;0.626344704405831;1.5666820775464e-16;-0.00562779310240082;0.955947978826447;0.543105855905009;1.08985597456896e-15;-3.96;0.739085135808899;1.34784498847775;-3.22055;2.714773132937;-4.1073;1.50690361420781;-0.88675;2.4748501680448;0.768469681973125;0.568349071929137;-1.65521968197313;2.34929976510381
"[0, 5]";"[0, 100]";"[0, 5]";"all";"1";"2:2";0;359;-0.103155640619334;0.196662082576897;0.577733328023807;-0.199032577515495;0.0892488919766526;0.588211902966308;1.47514509586499e-17;-0.110669761376727;0.333028387711215;0.618207652766944;7.67230403642239e-16;-3.85;1.08470907116481;1.98455256631509;-8.0016;2.94832231316584;-3.90565;1.67620820521682;4.09595;2.55594844623263;1.07869638572713;0.47393675749793;3.01725361427287;2.47600007207975
"[0, 5]";"[0, 100]";"[0, 5]";"all";"1";"2:2";240;359;-0.103155640619334;0.196662082576897;0.577733328023807;-0.199032577515495;0.0892488919766526;0.588211902966308;1.47514509586499e-17;-0.110669761376727;0.333028387711215;0.618207652766944;7.67230403642239e-16;-3.85;1.08470907116481;1.98455256631509;-7.7898;2.84535696200073;-3.73475;1.75394857837335;4.05505;2.40570594691352;1.12887151088093;0.53243711915588;2.92617848911907;2.41093248505588
"[0, 5]";"[0, 100]";"[0, 5]";"all";"1";"3:3";0;359;-0.0972860942848864;0.228065713881137;0.595967794296699;-0.00421956350271259;0.968185897360651;0.522162534644445;1.97418404812833e-16;-0.262552009393867;0.0369344752359719;0.719169117206897;5.20910332669779e-18;-4;0.991008065382957;1.82319280612365;-5.9879;3.08348683234194;-4.1581;1.68063710999055;1.8298;2.67315013010688;0.959619328882915;0.625668578776796;0.870180671117085;2.6006773843753
"[0, 5]";"[0, 100]";"[0, 5]";"all";"1";"3:3";240;359;-0.0972860942848864;0.228065713881137;0.595967794296699;-0.00421956350271259;0.968185897360651;0.522162534644445;1.97418404812833e-16;-0.262552009393867;0.0369344752359719;0.719169117206897;5.20910332669779e-18;-4;0.991008065382957;1.82319280612365;-5.85625;3.18346062410486;-4.2078;1.4899314206335;1.64845;2.75658409573958;1.00009499670531;0.57014148052356;0.648355003294685;2.71305418878551
"[0, 5]";"[0, 100]";"[0, 5]";"all";"1";"4:4";0;359;-0.0416127762950026;0.597520826853967;0.528334807320041;-0.0129174449608018;0.904635751500291;0.505135625807461;1.09964536981596e-15;-0.104685100730988;0.389433646640669;0.577813358144252;1.93788858014493e-12;-3.85;0.404246762825459;0.738462408680778;-2.52515;3.04772259937048;-3.861;1.6154598579859;-1.33585;2.64755339367534;0.457267106150171;0.528345386033237;-1.79311710615017;2.57429721663932
"[0, 5]";"[0, 100]";"[0, 5]";"all";"1";"4:4";240;359;-0.0416127762950026;0.597520826853967;0.528334807320041;-0.0129174449608018;0.904635751500291;0.505135625807461;1.09964536981596e-15;-0.104685100730988;0.389433646640669;0.577813358144252;1.93788858014493e-12;-3.85;0.404246762825459;0.738462408680778;-2.3142;3.00402951494042;-3.91515;1.60140358583451;-1.60095;2.67154155289492;0.409263287652244;0.530253133485318;-2.01021328765224;2.5280653357035
"[0, 5]";"[0, 100]";"[0, 5]";"all";"1";"1:2";0;718;-0.0862792315589715;0.117677213934226;0.575041341411576;-0.19703430836916;0.0197791303583365;0.603030005546579;2.0381507053913e-32;-0.0548282138341465;0.469984031084763;0.578217649730406;3.81628163635593e-30;-3.9;0.884831829213386;1.61626910194219;-5.57745;1.95902908920766;-3.96565;1.2803919694677;1.6118;1.62122255500728;0.892034459418295;0.385586597331299;0.719765540581705;1.59315812271918
"[0, 5]";"[0, 100]";"[0, 5]";"all";"1";"1:2";240;718;-0.0862792315589715;0.117677213934226;0.575041341411576;-0.19703430836916;0.0197791303583365;0.603030005546579;2.0381507053913e-32;-0.0548282138341465;0.469984031084763;0.578217649730406;3.81628163635593e-30;-3.9;0.884831829213386;1.61626910194219;-5.52505;1.97829478307549;-3.865;1.21012562161972;1.66005;1.59509344963401;0.885912966855794;0.385278745441343;0.774137033144206;1.55274752294675
"[0, 5]";"[0, 100]";"[0, 5]";"all";"1";"1:3";0;1077;-0.0914545167095325;0.0443554224423348;0.582879497985195;-0.120226396435178;0.0683368397792798;0.57095663892005;5.27092561881769e-47;-0.11933116207002;0.0659877523691136;0.622677934054413;6.19965065713651e-47;-3.94;0.859113973648545;1.57306674851625;-5.20855;1.73023116865491;-3.9288;1.00395126911308;1.27975;1.50908486279453;0.835878098349486;0.329284309359723;0.443871901650514;1.5209149003421
"[0, 5]";"[0, 100]";"[0, 5]";"all";"1";"1:3";240;1077;-0.0914545167095325;0.0443554224423348;0.582879497985195;-0.120226396435178;0.0683368397792798;0.57095663892005;5.27092561881769e-47;-0.11933116207002;0.0659877523691136;0.622677934054413;6.19965065713651e-47;-3.94;0.859113973648545;1.57306674851625;-4.97805;1.67231783227974;-3.8276;0.896319801147809;1.15045;1.36004001474535;0.86650662675645;0.340799073574088;0.28394337324355;1.30697625915667
"[0, 5]";"[0, 100]";"[0, 5]";"all";"1";"1:4";0;1436;-0.0766971056803707;0.0515204177854915;0.567915057286486;-0.0876596224889052;0.119342266858398;0.551024464185822;1.14301515106507e-60;-0.116749229811147;0.0411818881806782;0.613747843721777;5.33222985285626e-58;-3.92;0.726513717309513;1.32951983789569;-4.8139;1.82238338336913;-4.0098;1.74274258529278;0.8041;0.355958879111184;0.761647445420699;0.337248337001332;0.0424525545793015;0.0470932208514357
"[0, 5]";"[0, 100]";"[0, 5]";"all";"1";"1:4";240;1436;-0.0766971056803707;0.0515204177854915;0.567915057286486;-0.0876596224889052;0.119342266858398;0.551024464185822;1.14301515106507e-60;-0.116749229811147;0.0411818881806782;0.613747843721777;5.33222985285626e-58;-3.92;0.726513717309513;1.32951983789569;-4.71565;1.66609873732398;-3.90575;1.60050539678116;0.8099;0.336195070796912;0.763377021300152;0.318927000904153;0.0465229786998483;0.0449996911107962
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"all";"1:1";0;328;-0.0547659133468347;0.483438309465319;0.545973078853797;-0.167551299622543;0.171247787610726;0.651536130764862;1.2073885963001e-15;0.118414386024605;0.256852564332252;0.406282591484427;1.54672047123537e-08;4.99;0.170055847282037;0.309660300470228;7.16975;2.58020205618742;5.01415;1.61656011659102;-2.1556;2.36583250829099;0.181779394175515;0.510235415262179;-2.33737939417551;2.31731724063367
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"all";"1:1";240;326;-0.0555046978119457;0.47925017611395;0.547214979133539;-0.172062951708551;0.161266007707082;0.655501917280645;1.16013353420372e-15;0.119816197933602;0.25250168252134;0.405931863642097;1.70684005322007e-08;5.08;0.18115969512186;0.330020247531573;7.4206;2.83649735168758;5.0669;1.68209620062014;-2.3537;2.25028804633035;0.202678974647342;0.539942081466615;-2.55637897464734;2.21662717057227
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"all";"2:2";0;328;2.82275455297786e-05;0.999745454965128;0.521525577223066;-0.183559010831509;0.190654389735031;0.639764387447362;2.37746845169634e-13;0.16452575630277;0.178331625194818;0.401840930814947;1.54297350082964e-06;5.03;0.0662370267402184;0.121429935306419;3.22765;2.96296282816804;5.15495;1.52584435723719;1.9273;2.59922653937957;0.0828772686523041;0.595920389376315;1.8444227313477;2.52208550653207
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"all";"2:2";240;326;-0.000189493363426469;0.998295924835409;0.522580295393615;-0.178175335958468;0.205801794885665;0.637990562192835;3.17433979561974e-13;0.16210241118092;0.186520553628533;0.403943910900572;1.54395820419473e-06;5.12;0.0560493066965539;0.102754524538743;3.06405;3.00651455114243;5.1621;1.69000983910787;2.09805;2.63319869633339;0.0620049377346385;0.625164284127855;2.03604506226536;2.54043792689372
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"all";"3:3";0;328;-0.01226907573495;0.898464401790412;0.551447274960628;-0.101876184976673;0.404444102995884;0.618951442563964;1.35275406067727e-14;0.1377362193153;0.37733853779776;0.440640690840094;1.28839395412418e-05;4.84;-0.131160111591969;-0.241308719318673;3.74545;3.64986181296893;5.03585;1.66532725065039;1.2904;3.27644936512241;-0.208790481659073;0.753562767198055;1.49919048165907;3.11180078310072
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"all";"3:3";240;326;-0.0129266723806165;0.893444909685544;0.552899992294177;-0.102794456028327;0.403011752914467;0.621544525468916;1.56254761146894e-14;0.1377362193153;0.37733853779776;0.440640690840094;1.28839395412418e-05;4.93;-0.128046314611988;-0.235588174852165;3.8973;3.06560063384505;4.88215;1.52979220761921;0.98485;2.67072327122397;-0.172468120270794;0.684128521041129;1.15731812027079;2.69094743045711
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"all";"4:4";0;328;0.031077836698476;0.72490470558422;0.478284998241498;0.0890295162189869;0.478611972594115;0.471260522991389;1.49023639866881e-09;0.0615304579909017;0.634411109057984;0.419916684243942;4.85972495628025e-06;5.04;-0.498440810452473;-0.910110254836022;6.47605;3.33065341311453;4.92825;1.69668593241835;-1.5478;2.97493163808116;-0.46358498449963;0.605766201031952;-1.08421501550037;2.80065247389589
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"all";"4:4";240;326;0.0351622298825746;0.69150310592263;0.475590326124331;0.0890295162189869;0.478611972594115;0.471260522991389;1.49023639866881e-09;0.0732321399314525;0.57422776097208;0.411038381468188;8.74492697485133e-06;5.12;-0.53604223451532;-0.97830817214358;7.0975;3.42118389541269;5.152;1.66230632302166;-1.9455;3.05491477317401;-0.573374882197373;0.643019513866317;-1.37212511780263;2.87168197730038
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"all";"1:2";0;656;-0.0282544827333697;0.631254741188901;0.534172212275094;-0.171871371811402;0.0621737715838754;0.643349349585399;1.66840984320395e-27;0.142307581276379;0.0758259662700786;0.40325351058058;2.10358650021473e-13;5.01;0.102567597872294;0.187401657294774;5.11095;2.02819116319748;5.0265;1.07142358218508;-0.08445;1.72235455804491;0.103183736739048;0.415898951516739;-0.187633736739048;1.65566524105298
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"all";"1:2";240;652;-0.0287179745411185;0.62680343066501;0.535309973099459;-0.171548258368775;0.0635158120050637;0.644462346871893;2.11265964960756e-27;0.141976205119339;0.0774587414405422;0.404022225632015;2.31206587743163e-13;5.1;0.102794315858042;0.187856755146856;4.88645;2.27651322416519;4.98575;1.23102663267362;0.0993;2.04647325266404;0.075008186256909;0.367539220738601;0.0242918137430911;1.9642672507871
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"all";"1:3";0;984;-0.0254822239005209;0.613885343501635;0.541421284928963;-0.139190058125394;0.0580604300701745;0.631487430199375;3.75222231197833e-40;0.13258982592582;0.0637931692239658;0.418831699310428;4.58274198367027e-18;4.95;0.0233173712426628;0.0427027239903189;5.23295;1.80457954498295;4.8949;0.859145298081809;-0.33805;1.55970223208272;-0.0355217049299418;0.358006279827404;-0.302528295070058;1.52464872260651
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"all";"1:3";240;978;-0.0260344205972469;0.607449418567373;0.542678882717492;-0.139260666254843;0.0590188416143027;0.633114208692268;5.57160357034101e-40;0.132443055097905;0.0646959907854907;0.419365281152353;5.04243499618528e-18;5.04;0.0241339284181963;0.0442049911897259;4.7996;1.85915657107703;4.9972;0.99376961628501;0.1976;1.59605299593376;0.0353109603172122;0.367239061134087;0.162289039682788;1.56673156797629
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"all";"1:4";0;1312;-0.0111842339063214;0.798691061933554;0.525587129484694;-0.0722349113029133;0.257046575936361;0.584495508345364;9.16676299561032e-47;0.109892199759669;0.078902724163398;0.424089061732068;3.39692296661752e-23;4.98;-0.131056806274444;-0.239834157114256;5.1585;1.64780796985803;5.03325;1.6073555602246;-0.12525;0.374200571671391;-0.121730932160009;0.357074676007694;-0.00351906783999095;0.0511514342186204
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"all";"1:4";240;1304;-0.0104846798809157;0.811682137805336;0.52580152258801;-0.0721622480281758;0.25907049754629;0.585511343054615;1.32510208931523e-46;0.112237265121628;0.0737154253149412;0.422795280547419;6.42154027572765e-23;5.06;-0.139629863284321;-0.255522879565373;5.4591;1.71580216673627;5.281;1.65897377009079;-0.1781;0.350575105394854;-0.174912808578122;0.338092126324728;-0.00318719142187843;0.0454680564011413
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"0";"1:1";0;164;-0.16723913165075;0.129164350745578;0.630903130814929;-0.151337300153103;0.347635298539636;0.679952114324981;1.65752306792001e-09;-0.032870203691565;0.832304203206376;0.501069464440778;7.74259907188526e-06;8.52;0.658953271325056;1.19499065912289;10.59725;3.70172090055803;8.5601;2.17435787090207;-2.03715;3.09234382453597;0.732878716542876;0.702411203233857;-2.77002871654288;3.10211323563635
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"0";"1:1";240;162;-0.171380898824146;0.122822760852143;0.635352865359599;-0.164613291286688;0.309119915333915;0.691096351160873;1.36266008206239e-09;-0.0310759182899072;0.842094561713014;0.500843982575303;8.58710758199944e-06;8.74;0.702651253065549;1.27527938916067;NA;NA;8.5791;2.27104743947849;NA;NA;NA;NA;NA;NA
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"0";"2:2";0;164;0.022940726350749;0.84967206801398;0.523072399518533;-0.331572170689836;0.0850272680227881;0.764047109152869;2.27440339583061e-09;0.377337338848369;0.023579764208246;0.256088068295206;0.025831423130995;8.54;-0.162506589064227;-0.299269875442992;6.61435;4.32370532253071;8.64695;2.22936843423825;2.0326;3.83530822567491;-0.182261277086193;0.793616951836716;2.21486127708619;3.58782109360348
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"0";"2:2";240;162;0.0204806501128329;0.866323796449625;0.526657141118277;-0.319685784256642;0.0986197393452678;0.760256435691701;3.11640329791288e-09;0.373142843024771;0.0266317775972147;0.259574208210891;0.0257179627551822;8.77;-0.190648299961281;-0.351124765382207;NA;NA;8.7729;2.13745342069205;NA;NA;NA;NA;NA;NA
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"0";"3:3";0;164;-0.0272696686504737;0.852604181957351;0.554203518450025;-0.230412911148631;0.213018689944532;0.707294382612634;2.0941712096262e-08;0.301795407972271;0.204683484642049;0.304851551241101;0.0490741405950414;8.35;-0.254443741252863;-0.465625260830238;6.9128;4.7690286570389;8.23235;2.34600247561205;1.31955;3.90383747518558;-0.33178757827028;0.984507908842819;1.65133757827028;3.92560163197399
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"0";"3:3";240;162;-0.031087920856901;0.833633070993798;0.558625602344179;-0.239440734718041;0.201075764350583;0.717007491311197;2.15505484548149e-08;0.301795407972271;0.204683484642049;0.304851551241101;0.0490741405950414;8.56;-0.22314267184501;-0.408348577808361;7.4376;5.11120389598494;8.4478;2.05189853501335;1.0102;4.52238007777312;-0.275188938017593;1.00463507648704;1.28538893801759;4.3872628416492
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"0";"4:4";0;164;0.0127852378841166;0.923594219696568;0.489426293884775;0.326947300951559;0.0933280573763348;0.345459974352843;0.00462555315779267;-0.140222752131084;0.454608045984619;0.532511418354211;0.000149122417673725;8.52;-0.628889368260531;-1.15373388487266;11.0601;4.25415622845241;8.3482;2.06785538407482;-2.7119;3.85134413526514;-0.618141181352278;1.0245940794681;-2.09375881864772;3.64138896691483
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"0";"4:4";240;162;0.0227647322916975;0.865354605530008;0.482610695979941;0.326947300951559;0.0933280573763348;0.345459974352843;0.00462555315779267;-0.114973488251732;0.546406461002609;0.512297969651885;0.000327128295527035;8.73;-0.710625526423968;-1.30250633751543;NA;NA;8.885;1.98582008425617;NA;NA;NA;NA;NA;NA
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"0";"1:2";0;328;-0.0733274960174016;0.368898544602191;0.577455708141206;-0.226660271833563;0.0651654495551348;0.714460112600319;1.50841409341334e-17;0.183240659385631;0.108021099042931;0.371630521268217;3.67478008744827e-06;8.53;0.155051135899263;0.283352542180466;8.47545;2.88806046747971;8.563;1.63933311603427;0.08755;2.43462718813911;0.166704265353196;0.580662128373781;-0.0791542653531964;2.34942267150448
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"0";"1:2";240;324;-0.0764362060687133;0.352053404315568;0.581346882262043;-0.228343990195558;0.0642388456566453;0.718702809267714;1.58008293558428e-17;0.18154342790428;0.113892954420772;0.373795599890219;3.88981620212131e-06;8.75;0.167833552256832;0.306846776584397;8.8701;2.96794143673006;8.75175;1.65971706661287;-0.11835;2.70548888893315;0.162906253460083;0.572233068454628;-0.281256253460083;2.54994356122605
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"0";"1:3";0;492;-0.0600499247857619;0.40615639636999;0.570879706939541;-0.231573727110869;0.0250029727914473;0.713350209566797;3.47111098590829e-24;0.210086679050113;0.0413062027067726;0.355861965935485;5.57721097605683e-07;8.47;0.0765300098381802;0.139922883188119;8.4281;2.54611723115293;8.62995;1.28353332112266;0.20185;2.14157296192688;0.0535912625055155;0.534760016639761;0.148258737494485;2.03754730268355
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"0";"1:3";240;486;-0.063413916799187;0.383715826813808;0.574960984814293;-0.235679955955382;0.023518859238816;0.719443909126701;3.85553266552781e-24;0.209247235438118;0.0431963182173824;0.357185105525186;5.90854143313654e-07;8.69;0.0945435204109839;0.172907919917179;8.37295;2.7112171231653;8.6763;1.23176276430881;0.30335;2.31855011823203;0.0732928447281719;0.473656692643533;0.230057155271828;2.25933246568283
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"0";"1:4";0;656;-0.0441635976893627;0.487554986544371;0.552126979376755;-0.0879909873320142;0.340756701369693;0.618752020423961;4.84705431337317e-24;0.114370432287365;0.204639248238076;0.406076669913918;1.64537026595834e-10;8.48;-0.092714422771533;-0.169667577081673;8.66285;2.06271431108279;8.5533;1.99914356286001;-0.10955;0.550669120161552;-0.119699890210756;0.510672232580359;0.0101498902107556;0.0791638697814383
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"0";"1:4";240;648;-0.0441715719273372;0.49065064642838;0.553492691253223;-0.0903416325971511;0.330898491655574;0.622578527240852;5.45523813212926e-24;0.119548712327157;0.18821811340686;0.40284575492386;3.14392478490468e-10;8.7;-0.102887178794713;-0.188283764806903;8.64825;2.12551369788564;8.5958;2.07348573069044;-0.05245;0.545871206762052;-0.0676742369054168;0.511119907864948;0.0152242369054168;0.0729339509314809
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"1";"1:1";0;164;0.0239612170816478;0.832177545006149;0.486172220229609;-0.234048771934876;0.209197282905253;0.648960952322331;4.5724403873943e-08;0.246117181886564;0.0927028076482763;0.334096907407922;0.000468696267126843;1.46;-0.0403090696852535;-0.0736994680766532;3.9163;4.27050516706274;1.6512;2.472066366545;-2.2651;3.6867148413741;-0.0426455977685384;0.692813760562128;-2.22245440223146;3.55719193225137
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"1";"1:1";240;164;0.0239612170816478;0.832177545006149;0.486172220229609;-0.234048771934876;0.209197282905253;0.648960952322331;4.5724403873943e-08;0.246117181886564;0.0927028076482763;0.334096907407922;0.000468696267126843;1.46;-0.0403090696852535;-0.0736994680766532;3.4821;4.21465957899736;1.4951;2.32958533416265;-1.987;3.89896172237723;-0.0641739892709911;0.697925853949968;-1.92282601072901;3.78056687192568
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"1";"2:2";0;164;-0.0485390830352165;0.713149692031614;0.53343584744266;-0.104957893036963;0.60470968377609;0.561323844686105;3.20903900948912e-06;-0.0152082786610413;0.934618830652521;0.514704693074883;3.27719117673941e-05;1.52;0.407965498000357;0.744597519857858;-0.19385;4.1634908379011;1.76035;2.28152232029186;1.9542;3.78668061903203;0.332960247079989;0.921205204592886;1.62123975292001;3.71047852571943
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"1";"2:2";240;164;-0.0485390830352165;0.713149692031614;0.53343584744266;-0.104957893036963;0.60470968377609;0.561323844686105;3.20903900948912e-06;-0.0152082786610413;0.934618830652521;0.514704693074883;3.27719117673941e-05;1.52;0.407965498000357;0.744597519857858;-0.1072;4.65958202883232;1.506;2.55593564769849;1.6132;3.8717961967212;0.424528998668576;0.866439970826815;1.18867100133142;3.74989279675824
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"1";"3:3";0;164;0.00986710093227832;0.939873202831254;0.545403542853948;-0.0196213175849976;0.908080160242298;0.562723377067852;1.37626099780473e-07;0.0532563870671172;0.800275311125598;0.518595752644333;0.00012260945248723;1.34;-0.125587703239985;-0.232285138641598;0.5029;4.53789057208535;1.4958;2.49820887797437;0.9929;3.58340698471308;-0.175610784168036;1.03723623316421;1.16851078416804;3.58064151340823
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"1";"3:3";240;164;0.00986710093227832;0.939873202831254;0.545403542853948;-0.0196213175849976;0.908080160242298;0.562723377067852;1.37626099780473e-07;0.0532563870671172;0.800275311125598;0.518595752644333;0.00012260945248723;1.34;-0.125587703239985;-0.232285138641598;-0.3048;4.42538792099137;1.1837;2.32137723590044;1.4885;3.85412390894839;-0.207443242392431;1.05644688074914;1.69594324239243;3.76333348394662
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"1";"4:4";0;164;0.0465422831119123;0.704219114120645;0.469944008907336;-0.101382190679452;0.552723672986449;0.55745833015738;8.59747411498032e-08;0.305303147054772;0.0971020910600417;0.295496972971231;0.0149237231207214;1.56;-0.664814585608492;-1.20808322083769;NA;NA;1.5554;2.56023119245;NA;NA;NA;NA;NA;NA
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"1";"4:4";240;164;0.0465422831119123;0.704219114120645;0.469944008907336;-0.101382190679452;0.552723672986449;0.55745833015738;8.59747411498032e-08;0.305303147054772;0.0971020910600417;0.295496972971231;0.0149237231207214;1.56;-0.664814585608492;-1.20808322083769;NA;NA;1.8377;2.37012641140302;NA;NA;NA;NA;NA;NA
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"1";"1:2";0;328;-0.0119958674544562;0.889605557707466;0.509824898617145;-0.170755879652663;0.210647044347259;0.604857682229422;5.10185933845524e-13;0.116832328099723;0.316997033679278;0.423230349532354;4.31806777691344e-08;1.49;0.181273584638071;0.331135841645043;1.61645;3.22072448816151;1.35845;1.96703002853689;-0.258;2.62874714603534;0.1142076045626;0.541182874020508;-0.3722076045626;2.58320002586846
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"1";"1:2";240;328;-0.0119958674544562;0.889605557707466;0.509824898617145;-0.170755879652663;0.210647044347259;0.604857682229422;5.10185933845524e-13;0.116832328099723;0.316997033679278;0.423230349532354;4.31806777691344e-08;1.49;0.181273584638071;0.331135841645043;1.30525;3.14191071678705;1.34635;1.81816329473776;0.0411;2.51126903193461;0.235715895316718;0.551234919662252;-0.194615895316718;2.43903962467845
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"1";"1:3";0;492;-0.00853333331042922;0.905989031178373;0.523825154756208;-0.101984803198107;0.335563344021295;0.583332088222305;5.63021805358544e-19;0.0906023200375924;0.375682894280965;0.456000359049882;1.13087929692311e-11;1.44;0.0397238522329388;0.0728688567195161;1.4923;2.48331350008381;1.35435;1.37685775003052;-0.13795;2.09214138513077;0.057616289396123;0.50060182649769;-0.195566289396123;2.05627275781205
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"1";"1:3";240;492;-0.00853333331042922;0.905989031178373;0.523825154756208;-0.101984803198107;0.335563344021295;0.583332088222305;5.63021805358544e-19;0.0906023200375924;0.375682894280965;0.456000359049882;1.13087929692311e-11;1.44;0.0397238522329388;0.0728688567195161;1.4986;2.41706683823648;1.4464;1.37969592455044;-0.0522;1.9401212623346;0.00448386186886912;0.477404925648776;-0.0566838618688691;1.94486960389177
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"1";"1:4";0;656;0.00675143336563363;0.913491249988274;0.509457053239761;-0.101424965838721;0.259544779767829;0.575241179143236;2.89250725871279e-25;0.133465820983808;0.135193051018608;0.424789473560927;5.01251540397329e-13;1.47;-0.110126670688006;-0.20153182872081;1.75595;2.39895121504394;1.60895;2.29761694274261;-0.147;0.474325757916556;-0.140772396113763;0.451111165880753;-0.00622760388623707;0.0670723828701692
"[0, 5]";"[0, 100]";"[0, 5]";"Un homme";"1";"1:4";240;656;0.00675143336563363;0.913491249988274;0.509457053239761;-0.101424965838721;0.259544779767829;0.575241179143236;2.89250725871279e-25;0.133465820983808;0.135193051018608;0.424789473560927;5.01251540397329e-13;1.47;-0.110126670688006;-0.20153182872081;1.24905;2.51741863431611;1.17305;2.36111637795583;-0.076;0.504670647364752;-0.0736571222977346;0.485417274718887;-0.00234287770226536;0.0642203033806803
"[0, 5]";"[0, 100]";"[0, 5]";"Une femme";"all";"1:1";0;395;-0.0457528019718053;0.481754859294062;0.570817562733734;-0.0595953101463336;0.56867693898259;0.564556224690211;5.1242712665309e-18;-0.0590488025651631;0.498597974353774;0.587149645361793;6.29574618706139e-22;-0.24;0.433199197836148;0.789626540145008;-2.4188;2.6080920768652;-0.19885;1.46934237418064;2.21995;2.327630947258;0.410672796356706;0.55728604454196;1.80927720364329;2.23136594723214
"[0, 5]";"[0, 100]";"[0, 5]";"Une femme";"all";"1:1";240;393;-0.0443121280591107;0.495637368221424;0.571236908177743;-0.0595953101463336;0.56867693898259;0.564556224690211;5.1242712665309e-18;-0.0586214738016138;0.501578580413591;0.588975526845242;5.32635062994472e-22;-0.38;0.43246612426353;0.78827582720925;-2.735;2.67778071315384;-0.45595;1.48445651780924;2.27905;2.40547336464992;0.504829055519508;0.560043067304169;1.77422094448049;2.30121488490468
